recipe_id,ingredient_id,ingredient_name,quantity
a4e34259-353f-37d1-b539-c12802ee58a3,7e7eec09-72ab-35ae-8eb3-2748a37c1355,Zucchero a velo,q.b.
365c78d7-9f28-3c02-8b45-406cfc24d9d9,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,400 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,a temperatura ambiente 130 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,a temperatura ambiente 120 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,1fefae41-ede7-391f-bbd1-6c632b5ca971,Lievito di birra fresco,10 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,80 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,1 cucchiaio
365c78d7-9f28-3c02-8b45-406cfc24d9d9,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,7 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,40 g
365c78d7-9f28-3c02-8b45-406cfc24d9d9,804d1e06-fea0-3446-9942-cb805bf2e65c,Fiocchi di sale,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,31b00dd6-c093-3806-9635-efde155237d0,Controfiletto di manzo,400 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,2dcfc617-c922-3849-8436-b47b9acde74d,Petto di pollo,400 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,8c59e05d-5ab6-3180-8f4d-4aef99779964,Peperoni rossi,350 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,92eae4d9-c37c-334a-9c60-d4d060aca201,Peperoni gialli,350 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,a99225e3-819d-3ae7-a7ba-abe4adb0cf93,Cipolle bianche,250 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,9438a9fd-ae32-3cf6-933e-89b2bb53be0a,Lime,1
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,24e61bef-131c-3e3d-9b2e-0a34087930e5,Worcestershire sauce,20 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,0943fa2e-3ac1-3d23-8afc-fbef694d1a06,Coriandolo,10 g
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,59e743d1-1fcc-3bb8-a18b-105bb2748123,Cumino in polvere,1 pizzico
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,9b8e8106-15e4-32ab-bbdd-e6ea9f162a71,Tortillas di farina,8
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,88ec4d5c-99ea-3749-9e32-b27305a1fe3d,Edamer,da tagliare a julienne q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,a8e58a4f-437a-3297-b43b-6c116543b09a,Fagioli neri precotti,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,9eece823-3a03-310d-a407-f2bdba2eff32,Salsa di pomodori messicana,q.b.
72d41dc0-22f7-3e71-8974-cb2a33f6f5bc,527eb1c0-0483-3fe9-8590-19d855faaf2a,Guacamole,q.b.
31076052-f4de-3adb-88d6-3a43aad96038,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,60 g
31076052-f4de-3adb-88d6-3a43aad96038,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,500 g
31076052-f4de-3adb-88d6-3a43aad96038,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,tiepida 500 g
31076052-f4de-3adb-88d6-3a43aad96038,4b3d2aee-45dc-3e54-87a5-d0779a8fe2e1,Lievito di birra secco,3 g
31076052-f4de-3adb-88d6-3a43aad96038,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,2 g
31076052-f4de-3adb-88d6-3a43aad96038,f5b2c27f-3d61-3984-9503-5f17e741513e,Uva sultanina,100 g
31076052-f4de-3adb-88d6-3a43aad96038,2bb75e90-cbde-317d-9fd6-17194677e922,Olio di semi,800 g
31076052-f4de-3adb-88d6-3a43aad96038,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,150 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,78b6f1a8-f3f5-3712-bde0-cff5339b521e,Anatra,"2,3 kg"
009c00b6-cf27-3e02-85f3-8f053d5e9456,19cf0847-14f9-3817-a587-b04c595597b1,Succo d'arancia,50 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,fuso 40 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,dd80d0cc-bebb-3c0f-b6aa-d90650cb2cf7,Grand Marnier,110 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
009c00b6-cf27-3e02-85f3-8f053d5e9456,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
009c00b6-cf27-3e02-85f3-8f053d5e9456,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,3 rametti
009c00b6-cf27-3e02-85f3-8f053d5e9456,b3513445-f42a-3a53-82dc-2dc6782a6235,Rosmarino,1 rametto
009c00b6-cf27-3e02-85f3-8f053d5e9456,de3d4eec-6c56-3022-b4d5-d2ed1b73429a,Arance,3 fette
009c00b6-cf27-3e02-85f3-8f053d5e9456,2bcede82-8f3e-30c6-ae49-5ae42584a47e,Vino bianco,30 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,20 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
009c00b6-cf27-3e02-85f3-8f053d5e9456,3397fef0-8e00-3b30-a3b2-13fb4d0d418a,Patate,450 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
009c00b6-cf27-3e02-85f3-8f053d5e9456,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
009c00b6-cf27-3e02-85f3-8f053d5e9456,b3513445-f42a-3a53-82dc-2dc6782a6235,Rosmarino,5 rametti
009c00b6-cf27-3e02-85f3-8f053d5e9456,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,35 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,5b6cc8cd-e006-3b0b-aaa2-1c985cfcccef,Amido di mais (maizena),15 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,60 g
009c00b6-cf27-3e02-85f3-8f053d5e9456,de3d4eec-6c56-3022-b4d5-d2ed1b73429a,Arance,1
009c00b6-cf27-3e02-85f3-8f053d5e9456,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,20 g
17d887d5-226d-390b-9a18-7f6f7c835f23,cb6cf116-e8e7-3fce-91a4-8f5b95bfb80c,Zucchine baby,(circa 400 g) 20
17d887d5-226d-390b-9a18-7f6f7c835f23,60f7f9fa-5f97-3c10-8609-4a039bf99c94,Mozzarella,150 g
17d887d5-226d-390b-9a18-7f6f7c835f23,f9797123-12ba-3b73-bc0d-8c37a8198b2b,Pangrattato,20 g
17d887d5-226d-390b-9a18-7f6f7c835f23,7056f115-b893-3048-889e-00196879bf3c,Pasta Sfoglia,(da 230 g) 1 rotolo
17d887d5-226d-390b-9a18-7f6f7c835f23,39d3140c-ed2f-3f77-9ef4-5e87503b5587,Grana Padano DOP,da grattugiare 80 g
17d887d5-226d-390b-9a18-7f6f7c835f23,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,2 spicchi
17d887d5-226d-390b-9a18-7f6f7c835f23,643c95ca-a6b8-3a46-b5e2-15370fe1bfed,Prezzemolo,tritato 2 cucchiai
17d887d5-226d-390b-9a18-7f6f7c835f23,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,+ quello per la copertura finale 2 cucchiai
17d887d5-226d-390b-9a18-7f6f7c835f23,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,per imburrare la teglia q.b.
17d887d5-226d-390b-9a18-7f6f7c835f23,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
17d887d5-226d-390b-9a18-7f6f7c835f23,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,a03bccce-8dfd-39ff-a674-06c9ed68095a,Biscotti Oreo®,16
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,morbido 50 g
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,889c14c2-bd33-3eb9-83fe-855a8e65528b,Formaggio fresco spalmabile,250 g
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,d1e0a2d1-19a9-3c4c-80a9-7d7068e7be56,Panna fresca liquida,250 g
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,7e7eec09-72ab-35ae-8eb3-2748a37c1355,Zucchero a velo,40 g
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,c9746429-418a-375a-93e2-2301bb44839c,Biscotti Oreo,12
d6c7b128-71f0-3689-9173-f30a8a6d4dc9,d1e0a2d1-19a9-3c4c-80a9-7d7068e7be56,Panna fresca liquida,100 g
3e705b9a-cb01-348d-90ab-ce3186fead60,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,a temperatura ambiente 150 g
3e705b9a-cb01-348d-90ab-ce3186fead60,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,250 g
3e705b9a-cb01-348d-90ab-ce3186fead60,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,15 g
3e705b9a-cb01-348d-90ab-ce3186fead60,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,4 g
3e705b9a-cb01-348d-90ab-ce3186fead60,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,ammorbidito 10 g
3e705b9a-cb01-348d-90ab-ce3186fead60,4b3d2aee-45dc-3e54-87a5-d0779a8fe2e1,Lievito di birra secco,3 g
3e705b9a-cb01-348d-90ab-ce3186fead60,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,a temperatura ambiente 50 g
3e705b9a-cb01-348d-90ab-ce3186fead60,953b19c5-0274-3b43-b559-548836e22e36,Wurstel,da hot dog 5
3e705b9a-cb01-348d-90ab-ce3186fead60,3ead2744-2b7c-3491-9c07-ee52b24aea0d,Salsa ketchup,50 g
3e705b9a-cb01-348d-90ab-ce3186fead60,943ce350-ef7c-3029-b48a-0e1b3d6d72d5,Maionese,50 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,125 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,615afb5f-4255-3e9d-ad73-faf5cbb1f243,Farina di mandorle,125 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,e4e208dd-61a7-3c07-822a-a86ac7fb8781,Corn flakes,100 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,medie 2
869fb6c0-51ac-3df6-a6a4-801cc17183c7,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,a temperatura ambiente 180 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,b3dc3655-5eb3-3ef1-aad9-7cbd1d240c6f,Lievito in polvere per dolci,8 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,1 pizzico
869fb6c0-51ac-3df6-a6a4-801cc17183c7,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,150 g
869fb6c0-51ac-3df6-a6a4-801cc17183c7,ee53d22e-f135-313a-b204-cff73d4199a4,Estratto di vaniglia,q.b.
869fb6c0-51ac-3df6-a6a4-801cc17183c7,e4e208dd-61a7-3c07-822a-a86ac7fb8781,Corn flakes,q.b.
869fb6c0-51ac-3df6-a6a4-801cc17183c7,7e7eec09-72ab-35ae-8eb3-2748a37c1355,Zucchero a velo,q.b.
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,150 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,e7ee9562-362b-32ba-9eca-815de97b6102,Ricotta vaccina,250 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,150 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(circa 2 medie) 120 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,d52c6f26-8a8f-3361-a0a8-6f1451954ddb,Cioccolato fondente,100 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,60 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,9abbcede-f2d2-3206-ba32-34fb4ef3fa9b,Cacao amaro in polvere,15 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,b3dc3655-5eb3-3ef1-aad9-7cbd1d240c6f,Lievito in polvere per dolci,16 g
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,8b7230a4-f50c-347b-83b9-33920f627bd3,Olio di semi di girasole,q.b.
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,q.b.
7c78d21b-b53c-33a9-bcfd-c7f5c02c8a70,7e7eec09-72ab-35ae-8eb3-2748a37c1355,Zucchero a velo,q.b.
39ceb488-4938-3cdd-a1d5-241ce8e91440,17058ede-3019-30ea-8c05-dd07ff96c8ea,Spaghetti,500 g
39ceb488-4938-3cdd-a1d5-241ce8e91440,22448cf9-b8cd-3809-9773-1c408b0966c3,Pecorino,(da grattugiare) 200 g
39ceb488-4938-3cdd-a1d5-241ce8e91440,643c95ca-a6b8-3a46-b5e2-15370fe1bfed,Prezzemolo,1 ciuffo
39ceb488-4938-3cdd-a1d5-241ce8e91440,d3cec5ea-554c-3be2-ab85-e909aeed2f46,Peperoncino fresco,1
39ceb488-4938-3cdd-a1d5-241ce8e91440,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,1 spicchio
39ceb488-4938-3cdd-a1d5-241ce8e91440,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
39ceb488-4938-3cdd-a1d5-241ce8e91440,acedbe26-7141-3346-b100-83146110d004,Sale grosso,q.b.
cd6a021e-265c-3996-8ccc-6269031d7ad4,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,"1,5 l"
cd6a021e-265c-3996-8ccc-6269031d7ad4,acedbe26-7141-3346-b100-83146110d004,Sale grosso,q.b.
cd6a021e-265c-3996-8ccc-6269031d7ad4,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
cd6a021e-265c-3996-8ccc-6269031d7ad4,0b9ed64c-46e9-33a3-a885-30773699ab39,Scalogno,1
cd6a021e-265c-3996-8ccc-6269031d7ad4,9ac4eb57-1f82-3ec0-8d35-77b2bf155f42,Pecorino Romano DOP,solo la crosta q.b.
cd6a021e-265c-3996-8ccc-6269031d7ad4,dc6a3069-0fa6-3811-a202-7fae6d31faae,Riso Carnaroli,320 g
cd6a021e-265c-3996-8ccc-6269031d7ad4,6f16943d-0172-3f29-8114-de16da15875a,Pepe nero in grani,1 cucchiaio
cd6a021e-265c-3996-8ccc-6269031d7ad4,9ac4eb57-1f82-3ec0-8d35-77b2bf155f42,Pecorino Romano DOP,100 g
cd6a021e-265c-3996-8ccc-6269031d7ad4,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,45 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,d3ef3074-44d7-3c06-86e9-5cc9960dc87b,Semola di grano duro rimacinata,200 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,300 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,15 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,10 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,1
808eeff2-fa73-33f6-961e-a53d7af67ca3,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,150 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,20 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,5 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,1188ff32-ec58-3486-b1f9-9305c5486af5,Strutto,50 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,03702113-7ff9-3373-aea2-42b316cd9d0e,Primosale,vaccino (tenuto fuori frigo 24 ore) 300 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,be138436-6d19-3c73-96a0-d06d45106ed4,Scorza d'arancia,1
808eeff2-fa73-33f6-961e-a53d7af67ca3,e9d64fac-d42b-32b3-aba8-eaade105acb4,Scorza di limone,1
808eeff2-fa73-33f6-961e-a53d7af67ca3,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,5 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,5 g
808eeff2-fa73-33f6-961e-a53d7af67ca3,06fa28fb-4757-3a79-8509-098441779153,Miele di corbezzolo,q.b.
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(medie) 8
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,d1e0a2d1-19a9-3c4c-80a9-7d7068e7be56,Panna fresca liquida,150 g
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,fb7ce2d2-c635-3269-b0e3-0a010b41031b,Origano,2 rametti
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,a14c0fd6-4338-3269-a7bf-e8b351000c50,Gruyère DOP,100 g
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,d576e2cd-b5cc-379a-aa85-9ee450f59c47,Cipolle rosse,350 g
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,1 cucchiaio
11af6b7a-d90a-3ca4-91ad-a462c5bcc114,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
5b899523-6766-3581-9254-05ed328d1219,2dcfc617-c922-3849-8436-b47b9acde74d,Petto di pollo,(a fette) 600 g
5b899523-6766-3581-9254-05ed328d1219,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,40 g
5b899523-6766-3581-9254-05ed328d1219,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,10 g
5b899523-6766-3581-9254-05ed328d1219,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,q.b.
5b899523-6766-3581-9254-05ed328d1219,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,170 g
5b899523-6766-3581-9254-05ed328d1219,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,4 rametti
5b899523-6766-3581-9254-05ed328d1219,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
5b899523-6766-3581-9254-05ed328d1219,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,fe851b5d-ef23-3341-b722-298f9f19f163,Cavolfiore,(pulito) 650 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,8582e408-07f2-3825-8b53-4e4a109bf2e2,Curcuma in polvere,8 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,b3513445-f42a-3a53-82dc-2dc6782a6235,Rosmarino,2 rametti
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,4dc3800d-63d1-3d5d-8501-18f3b6ee05be,Pane,130 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,fb4551bc-15d3-3729-9c79-a6582feb9df0,Parmigiano Reggiano DOP,da grattugiare 40 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(1 intero) 45 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,160 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,1 spicchio
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,f9797123-12ba-3b73-bc0d-8c37a8198b2b,Pangrattato,180 g
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
e9083078-6ca6-3b43-bcc9-3abb2ed5d169,d089fed3-a887-335d-8805-f488506b19fa,Olio di semi di arachide,q.b.
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,a99225e3-819d-3ae7-a7ba-abe4adb0cf93,Cipolle bianche,1
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,b1581cdd-0c4c-30c4-90f9-ad2a34b02dfb,Passata di pomodoro,220 g
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,ad79b8fb-9762-3494-a6e1-9240801a62e0,Brodo di carne,200 g
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,fb4551bc-15d3-3729-9c79-a6582feb9df0,Parmigiano Reggiano DOP,da grattugiare 100 g
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
9eb2bc8a-49cf-3f55-bdee-772a6cb89e24,d0c42ba8-3ef5-346d-87e7-290a23dae0dd,Trippa,"pulita 1,5 kg"
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,e7a0b01c-8039-3e0b-8d89-3e8aae5e024b,Carote,400 g
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,91196c5a-2baa-3519-9e35-2a48bf1264db,Zucca,"1,2 kg"
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,0b9ed64c-46e9-33a3-a885-30773699ab39,Scalogno,60 g
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,bd65fac8-b4f8-3a06-948c-e5f9dc568975,Panna acida,80 g
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,7e69ecee-e1d5-31eb-92d9-fb14dfb440ec,Semi di zucca,20 g
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,40 g
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,1 l
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,ec66f971-612a-3156-8fc0-64fb16216cae,Salvia,2 rametti
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,2 rametti
9b9c0435-f8bd-3d29-b582-ee5df8274c2d,b3513445-f42a-3a53-82dc-2dc6782a6235,Rosmarino,2 rametti
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,3c246bd0-eee4-335e-83b2-37df33247370,Lasagne all'uovo,250 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,52a4f209-4660-3764-8606-1eb1aaef6372,Pepe bianco,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,8bf243a0-99cc-36cd-83a3-6b933b4158a8,Noce moscata,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,30 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,39d3140c-ed2f-3f77-9ef4-5e87503b5587,Grana Padano DOP,da grattugiare 50 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,e7ee9562-362b-32ba-9eca-815de97b6102,Ricotta vaccina,750 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,35 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,calda 75 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,472a5a21-3eca-39c2-a694-b0af3bcd06a4,Latte,fresco intero 750 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,60 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,75 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,39d3140c-ed2f-3f77-9ef4-5e87503b5587,Grana Padano DOP,da grattugiare 150 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,22448cf9-b8cd-3809-9773-1c408b0966c3,Pecorino,grattugiato 50 g
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,8bf243a0-99cc-36cd-83a3-6b933b4158a8,Noce moscata,q.b.
7b5ced8a-dee4-31c0-93a5-0b65452cd06a,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
26e59a61-4144-3208-b87d-6463b197e2e4,7a27b5ac-f68e-3665-b4cd-9e3993dd06ce,Porri,250 g
