recipe_id,title,description
9fbb5e02-eea8-3d9d-bade-6c7da08feb1d,Calamari in umido,"Per preparate i calamari in umido iniziate dal sugo. In un tegame capiente, versate l’olio e l’aglio , lasciate insaporire l’olio per un paio di minuti circa a fuoco basso. Versate i pomodori pelati in una ciotola e schiacciateli leggermente con una forchetta, quindi quando l'olio sarà ben caldo versate i pomodori pelati . Lasciate cuocere a fuoco lento per almeno  minuti, mescolando ogni tanto. Se dovesse asciugarsi troppo in cottura, potete allungare con poca acqua. A cottura ultimata il sugo si sarà addensato, eliminate con una pinza da cucina lo spicchio di aglio  e tenete da parte.Occupatevi poi della pulizia dei calamari: sciacquateli sotto l’acqua corrente , poi con le mani estraete la testa dal mantello . Proseguite con l’estrazione della penna di cartilagine trasparente che si trova nel mantello .Lavate di nuovo i calamari accuratamente ed aiutatevi con le mani per estrarre le interiora .Ora eliminate la pelle esterna: praticate un’incisione con un coltellino sulla parte finale del mantello, quel tanto che basta per prendere un lembo della pelle, e tirate via completamente il rivestimento . Per finire rimuovete le pinne Separate la testa dai tentacoli incidendo con un coltellino poco sotto gli occhi . Prendete i tentacoli ed eliminate il dente centrale . Ora aprite il mantello a libro con un coltello incidetene la parte finale  e tagliate mantello e pinne in listarelle di circa mezzo centimetro . Lasciate interi i tentacoli. Scolare i calamari in un colino ,Intanto scaldate l’olio di oliva in una padella con lo spicchio di aglio sbucciato intero , poi versate i calamari puliti e scolati , fate saltare a fiamma viva per - minuti: si arricceranno. Sfumate con il vino bianco  e lasciate evaporare.Eliminate l’aglio con una pinza da cucina  e versate i calamari con tutto il condimento nel sugo di pomodoro . Salate, pepate e lasciate cuocere con un coperchio a fuoco basso per circa  minuti . A cottura ultimata, spegnete il fuoco, tritate il prezzemolo fresco finemente e aggiungetelo ai calamari (-). I vostri calamari in umido sono pronti per essere portata in tavola ben caldi !"
abb8b2e8-4c5d-3294-8b23-1f0681503e64,Saccottini,"Per preparare i saccottini, iniziate a sciogliere il lievito di birra secco in metà dose di acqua (-) (in alternativa, potete utilizzare  g di lievito di birra fresco), mentre nella restante acqua sciogliete il sale .Nella tazza di una planetaria munita di foglia (se non l'avete impastate in una ciotola con le mani) ponete la farina manitoba (in alternativa potete usare la farina ) e la farina  , lo zucchero semolato e il latte in polvere (-),il lievito disciolto in acqua  e il burro, tagliato a pezzi e ammorbidito a temperatura ambiente . Azionate la foglia a velocità media e versate a filo l'acqua con il sale. Quando tutti gli ingredienti si saranno raggruppati intorno alla foglia, pulitela e sostituitela con il gancio  con cui impasterete, a velocità media, per circa  minuti, fino a che l’impasto non si stacchi dalle pareti della ciotola e si incordi al gancio. Durante i  minuti staccate la pasta dal gancio, capovolgetelo e riprendete ad impastare.Versate l’impasto su di una spianatoia infarinata, lavoratelo con le mani per renderlo più liscio  quindi date al panetto una forma rettangolare . Avvolgetelo nella pellicola e mettetelo in frigorifero per almeno  ore .Dopo questo tempo, l'impasto sarà molto compatto al tatto ma lavorabile: tiratelo con un mattarello , conferendogli una forma rettangolare, delle dimensioni di circa x cm, e uno spessore di circa  mm . Per aiutarvi a seguire correttamente le misure, potete tagliare un rettangolo di carta forno, delle dimensioni richieste, e prenderlo come modello. Ora dovrete inziare la fase della sfogliatura: per una riuscita perfetta dovrete lavorare ad una temperatura ambiente che non superi i °. Prendete il panetto di burro da  gr dal frigorifero (deve essere freddo da frigo) e ponetelo tra due fogli di carta da forno (se lo avete utilizzato, usate il foglio tagliato come modello ripiegato a metà) .Stendete il burro in un rettangolo, che deve essere la metà della sfoglia di impasto (circa x): battetelo con movimenti decisi con il mattarello per renderlo più lavorabile  e poi stendetelo . Per regolarizzarlo, compattate i lati con una paletta d'acciaio. Se durante queste operazioni, il burro diventa troppo molle, mettelo in frigorifero per qualche minuto, in modo che ridiventi duro. Ponete il burro sulla parte inferiore della sfoglia di pasta lievitata ,ripiegate la restante pasta sul burro, affinché sia completamente ricoperto . Girate la pasta di un quarto di giro, in modo da avere la chiusura sul lato destro , e richiudete i bordi premendo leggermente con le dita. Tirate la pasta nuovamente, portandola alle dimensioni precedenti e ottenendo uno spessore di - mm . Fate attenzione che il burro non fuoriesca.Prendete la parte inferiore della sfoglia e piegatela finchè arrivi a / della pasta , poi piegate la parte superiore affinchè appoggi a filo su quella inferiore  quindi piegate il rettangolo ottenuto su se stesso .Così avrete fatto la prima piegatura a  strati ; pressate leggermente il panetto con le mani, tenendo sempre la chiusura dal lato destro ; avvolgetelo nella pellicola trasparente e mettetelo in frigorifero per almeno  ora .Trascorso il tempo indicato, eliminate la pellicola e posizionate la pasta sul piano di lavoro leggermente infarinato, tenendo la piega sul lato destro. Tirate l’impasto con il mattarello , dandogli la forma rettangolare precedente e conferendogli uno spessore di - mm. Come fatto precedentemente, piegate un terzo della pasta, partendo dal lato inferiore e portandolo al centro , e ripiegate il rimanente terzo, in modo che si sovrapponga al lembo piegato precedentemente .Questa è la piegatura a tre strati . Pressate leggermente con le mani, tenendo il lato della chiusura sulla destra , avvolgete il panetto con pellicola trasparente e mettete a riposare in frigorifero per un'altra ora .Nel frattempo, preparate le barrette di cioccolato che vi serviranno per il ripieno. Prendete uno stampo rettangolare da plumcake, delle dimensioni di circa x cm (nella foto lo stampo è più lungo perchè abbiamo utilizzato una dose doppia di cioccolato ottenendo il doppio delle barrette da conservare per la preparazione di altri saccottini), spennellatelo con del burro ammorbidito e foderatelo con carta forno. Sciogliete il cioccolato fondente a bagnomaria o al microonde e versatelo all’interno dello stampo , quindi fatelo raffreddare e indurire in frigorifero (dovreste ottenere uno spessore di circa mezzo cm). Quando sarà duro, estraete il rettangolo di cioccolato dallo stampo , (noi abbiamo usato uno stampo apribile ma con la carta da forno l'estrazione sarà lo stesso facile) e dividetelo, con un coltello a lama liscia, in barrette dal lato quadrato di mezzo cm  in modo da ottenerne almeno  ( strisce per ogni saccottino).Estraete la pasta dal frigorifero, ponetela sul piano di lavoro infarinato, con il lato della chiusura sulla destra, e questa volta stendetela in entrambe le direzioni per ottenere un grande rettangolo di x cm, dello spessore di - mm (-). Tagliate il rettangolo ottenuto in due parti uguali sulla lunghezza in modo da avere due rettangoli delle dimensioni di circa x cm .Tagliate poi i due rettangoli in  parti uguali sul lato più lungo, ottenendo la stessa lunghezza della barretta, cioè  cm . Aiutatevi con un metro. Ponete la prima barretta a un cm di distanza dal bordo e arrotolate la pasta sulla barretta (-).Posizionate l'altra barretta vicino al rotolo ottenuto  e continuate ad arrotolare fino ad avvolgere anche la seconda barretta, quindi finite di arrotolare il saccottino al cioccolato, avendo cura di posizionare la chiusura al di sotto di esso . Posizionate i saccottini ottenuti su di una placca foderata con carta forno , ricopriteli con pellicola trasparente e lasciateli lievitare a una temperatura che non superi i - gradi, per almeno  ore e mezza. Se volete prepararli per il mattino successivo, a questo punto lasciateli lievitare, ricoperti da pellicola, in frigorifero per tutta la notte.Una volta lievitati , metteli in frigorifero ancora per mezz'ora, così che il burro nell'impasto sia ben duro, spennellateli poi con l’uovo sbattuto  e infornateli in forno statico preriscaldato a °- ° per circa - minuti (forno ventilato °-°) per - minuti). Se li avete tenuti in frigorifero tutta la notte, passateli direttamente in forno, dopo averli spennellati. Quando saranno ben dorati in superficie, sfornate i saccottini e fateli raffreddare su di una gratella! Prima di servirli, spolverizzateli con dello zucchero a velo ed ecco pronti i vostri buonissimi saccottini!!!"
beb3cbb6-753e-357a-940a-a215440f8605,Panini napoletani,"Per preparare i panini napoletani come prima cosa in una ciotola capiente versate il lievito sbriciolato e l'acqua . Mescolate con una forchetta per scioglierlo , quindi aggiungete il latte .Unite anche il sale  e circa i / della farina . Mescolate quindi con un mestolo di legno , poi unite la farina rimasta e mescolate ancora.Quando la farina sarà stata completamente assorbita trasferite l'impasto sul piano ; Aggiungete lo strutto  e impastate sino ad ottenere un composto omogeneo .Formate una palla  e mettetela in una ciotola a lievitare, coprendola con la pellicola . Lasciate lievitare per un paio d'ore o comunque sino al raddoppio. Intanto occupatevi del ripieno. Sistemate le uova in un pentolino, copritele con acqua e cuotele per  minuti dal bollore .Intanto tagliate a cubetti il salame, la mortadella  e il formaggio. Non appena le uova sono cotte raffreddatele sotto l'acqua corrente e sgusciatele . Tagliatele a fette e schiacciatele con una forchetta in un'altra ciotola .Aggiungete i cubetti di salumi e formaggi e mescolate . Quando l'impasto sarà raddoppiato di volume  trasferitelo su un piano leggermente infarinato e aiutandovi con poca farina stendetelo  sino ad ottenere un rettangolo grande x cm.Versate il ripieno  e distribuitelo con le mani in maniera uniforme . Aggiungete abbondante pepe nero .Cospargete con il pecorino grattugiato . Arrotolate sul lato più corto . Una volta terminato chiudete bene le estremità, sigillandolo con le dita .Trasferite su un vassoio rivestito con carta forno  e riponete in frigorifero per  minuti. Trascorso questo tempo sarà più facile tagliarlo in  pezzi uguali . Disponeteli man mano su una leccarda rivestita con carta forno .Sbattete un tuorlo con poca panna o latte  e utilizzatelo per spennellare i panini napoletani . Cuocete in forno statico preriscaldato a ° per circa  minuti. Sfornate  e lasciate intiepidire prima di servire."
45b399cd-e29d-3cef-85cd-58103032e206,Plumcake senza uova,"Per realizzare il plumcake senza uova per prima cosa sbucciate le banane e raccogliete in una ciotola  g di polpa, poi schiacciatela con una forchetta , in modo da ottenere una purea . Aggiungete lo zucchero di canna .Lavorate il composto con le fruste elettriche per amalgamarlo . Versare poi l’olio , il latte di mandorle  e lavorate ancora l’impasto con le fruste per un paio di minuti.A questo punto setacciate direttamente all'interno della ciotola la farina di tipo   e lievito ; amalgamate con le fruste  finché non otterrete un impasto omogeneo.Per finire incorporate le gocce di cioccolato fondente  e le mandorle a lamelle . Mescolate con una spatola per distribuirle in maniera omogenea all’interno dell’impasto .Ungete con il burro  e infarinate uno stampo da plumcake che misuri x cm nella parte inferiore e x cm nella parte superiore, con un bordo alto  cm, e versate l’impasto del dolce . Sbucciate un'altra banana e tagliatela a metà nel senso della lunghezza, in modo da ottenere due pezzi uguali ; adagiate le fette di banana sopra l’impasto  e cospargete la superficie della banana con lo zucchero di canna  così da farla caramellare in forno.Il dolce è ora pronto per la cottura ; cuocete in forno statico preriscaldato a ° per  minuti nel ripiano centrale. A cottura ultimata, sformate il plumcake senza uova , lasciatelo intiepidire, poi sformatelo e trasferitelo su un piatto da portata ."
ebb377a0-1b99-30cd-912e-c788f3a233f5,Strudel di mele con pasta sfoglia,"Per preparare lo strudel di mele con pasta sfoglia comiciate mettendo in ammollo l'uvetta in acqua per almeno  minuti . Nel frattempo sciogliete  g di burro in una padella  versate il pangrattato e fatelo dorare per un paio di minuti, a fiamma viva, mescolando spesso . Tostate brevemente anche i pinoli in un'altra padella e mettete il tutto da parte . Ora sbucciate le mele , tagliatele in quattro parti, privatele del torsolo  e affettatele sottilmente . Trasferite le fettine in una ciotola e spremete il limone filtrandone il succo . Aggiungete i pinoli, l’uvetta ammollata e scolata , lo zucchero di canna  e la cannella . Date una bella mescolata  e fondete il burro. Srotolate la pasta sfoglia sul proprio foglio di carta forno e spennellate tutta la supericie con il burro . Cospargete con il pangrattato avendo cura di lasciare un paio di centimetri dai bordi .Trasferite le mele disponendole uniformemente  e richiudete. Fatelo ripiegando i bordini laterali  e schiacciando per bene per fissarli evitando così la fuoriuscita del composto . Avvolgete lo strudel su se stesso aiutandovi con la carta forno . Sigillate bene la chiusura con le dita  quindi ribaltate lo strudel su un foglio di carta forno posto su una leccarda. Sbattete il tuorlo con il latte e spennellate la superficie . Intagliate la superficie a piacimento.Cuocete in forno ventilato a ° per  minuti circa nella parte bassa del forno . Estraete lo strudel dal forno, lasciatelo raffreddare infine spolverate la superficie con zucchero a velo a piacere . Ecco pronto il vostro strudel di mele con pasta sfoglia ."
22d26f79-e647-3b62-97fd-9074cbfbedf1,Pasticciotti,"Per realizzare i pasticciotti, iniziate preparando la crema pasticcera (clicca qui per la scheda ricetta): fate scaldare il latte a fuoco basso con la bacca di vaniglia aperta. Intanto sbattete bene i tuorli con lo zucchero  e unite la farina setacciata, quindi aggiungete questo composto al latte  e mescolate sempre a fuoco basso con una frusta. Fate addensare la crema e fatela raffreddare  in frigorifero con un foglio di pellicola a contatto.Preparate intanto la pasta frolla seguendo le indicazioni che trovate qui: mettete la farina ed il burro freddo nel mixer  e frullate per  ottenere un composto dall'aspetto sabbioso e farinoso, che trasferirete su una spianatoia. Aggiungete lo zucchero, i semi del baccello di vaniglia e i tuorli  e impastate velocemente il tutto fino ad ottenere un impasto compatto ed abbastanza elastico . Avvolgete la frolla nella pellicola trasparente e mettetela a riposare in frigo per almeno mezz'ora.Trascorso il tempo di riposo della frolla, stendetela su di una spianatoia infarinata , con l'aiuto di un matterello, in modo che abbia uno spessore di circa mezzo cm. Foderate tutti gli stampini, già imburrati e infarinati con la frolla (-).Inserite all'interno di ogni stampino  cucchiaini di crema  e se la gradite un'amarena . Ricoprite la formina con la pasta frolla avanzata e tagliate la pasta eccedente in modo che i bordi siano ben squadrati .Sbattete un tuorlo in un paio di cucchiai di latte o panna e spennellate la superficie dei pasticciotti . Sistemate gli stampini su di una leccarda  e infornateli in forno già caldo a ° per  –  minuti. Quando i pasticciotti saranno ben dorati  sfornateli, fateli raffreddare e gustateli ancora caldi!"
ec41d4af-49c8-3408-a626-0403357d307e,Crostata con mascarpone e gocce di cioccolato,"Per preparare la crostata con mascarpone e gocce di cioccolato cominciate preparando la pasta frolla partendo dalla sabbiatura: in un mixer dotato di lame versate la farina setacciata, un pizzico di sale e aggiungete il burro ancora freddo da frigorifero tagliato a pezzi ; frullate il tutto fino ad ottenere un composto molto farinoso . Sulla spianatoia versate lo zucchero a velo a fontana e grattugiate nel centro la scorza dell’arancia, facendo attenzione a non prelevare anche la parte bianca che è amara .Aggiungete anche i tuorli  e infine la sabbiatura che avete preparato; impastate il tutto velocemente, giusto il tempo di compattare gli ingredienti . Formate un panetto liscio ed omogeneo, appiattitelo leggermente e avvolgetelo nella pellicola trasparente. Ponetelo in frigorifero a riposare per almeno  minuti, in modo da far ben rassodare la pasta frolla .Nel frattempo preparate la crema: in una ciotola setacciate la ricotta con un colino a maglie strette ed una spatola ; aggiungete lo zucchero, azionate le fruste elettriche , poi aggiungete i tuorli  (conservate gli albumi che vi serviranno successivamente)e la fecola di patate setacciata ; quando il composto risulterà omogeneo, spegnete e aggiungete la scorza dell’arancia grattugiata  insieme alla cannella .Azionate nuovamente le fruste e amalgamate il tutto , successivamente aggiungete il mascarpone  e lavoratelo fino a quando non verrà completamente assorbito dalla crema .Versate le gocce di cioccolato nella crema che avete preparato, mescolate con una spatola  e mettete un attimo da parte. Recuperate la frolla dal frigo togliete la pellicola e con il mattarello battete un po' sulla superficie per ammorbidirla. Su una spianatoia leggermente infarinata tirate la sfoglia a circa  cm di spessore  e con l'aiuto del mattarello, sistematela su una tortiera ( cm di diametro alla base e  cm in superficie) precedentemente imburrata e infarinata . Tagliate l’eccesso di pasta frolla con un coltellino e conservatelo per la decorazione finale. Con i rebbi di una forchetta livellate i bordi della crostata, in modo da uniformarli . Versate la crema nella tortiera  e livellate la superficie con la spatola .Da ultimo passate alla decorazione della crostata: stendete la pasta frolla che avete avanzato e con una rotella dentata ricavate delle strisce larghe  cm circa ; disponetele a intervalli regolari sulla superficie della crostata  per formare un motivo a rombi .Con gli albumi avanzati spennellate la superficie del dolce  e poi infornate la crostata in forno statico preriscaldato a ° per  minuti. Una volta sfornata, lasciate raffreddare la torta  e infine servite la crostata con mascarpone e gocce di cioccolato spolverizzando con dello zucchero a velo ."
c6c1103e-de51-351d-8de8-26abed45b93c,Ravioli del plin,"Per realizzare i ravioli del plin per prima cosa preparate la pasta all’uovo secondo le indicazioni che trovate qui. Disponete la farina a fontana sul piano di lavoro, rompetevi al suo interno, una alla volta, le uova . Cominciando dall’interno, mescolate le uova con un cucchiaio; lavorate poi con le mani o con una forchetta l’impasto, amalgamando tutta la farina che si trova sul piano di lavoro. Nel caso l’impasto non dovesse raccogliere completamente la farina o risultasse leggermente duro, aggiungete uno o due cucchiai di acqua tiepida e continuate a impastare fino a quando non risulterà liscio e compatto . Coprite bene la pasta con la pellicola trasparente  e lasciatela riposare in un luogo fresco e asciutto per  ora.Tagliate grossolanamente le carote , il sedano, la cipolla e tenetele da parte. Eliminate la parte grassa della lonza  e della polpa di vitello  in alternativa potete chiedere al macellaio di pulire la carne eliminando le parti grasse.In una pentola capiente scaldate qualche cucchiaio d’olio e lasciate rosolare la lonza di maiale e la polpa di vitello  fino a quando non risulteranno ben dorate. In un’altra padella rosolate anche le cosce di coniglio con due cucchiai di olio . Quando saranno ben rosolate unite tutte le carni in un'unico tegame e aggiungete anche le carote, il sedano e la cipolla . Salate, pepate e aggiungete un mestolo di brodo o acqua (per la preparazione del brodo potete consultare la scheda brodo vegetale della scuola di cucina), coprite e lasciate cuocere per circa un’ora. Se necessario, aggiungete brodo o acqua durante la cottura.Quando le carni saranno cotte toglietele e lasciatele raffreddare . Conservate le verdure a parte con il fondo di cottura che servirà per condire i ravioli. Nel frattempo cuocete separatamente gli spinaci  e la scarola  in padella con un filo d’olio finchè saranno appassiti (ci vorranno circa  minuti). Se preferite potete cuocere spinaci e scarola in un unica padella avendo cura di cuocere prima la scarola per un paio di minuti e unire dopo gli spinaci che richiedono minor tempo.Intanto disossate il coniglio e tagliate a pezzi la lonza di maiale e la polpa di vitello, mettete tutte le carni in un mixer , sminuzzatele, unite poi l'uovo ,  le verdure  e il formaggio. Aggiustate di sale e di pepe e, se necessario aggiungete un po’ di brodo.Frullate tutte gli ingredienti fino ad ottenere un ripieno molto denso e compatto .Ora preparate i ravioli del plin: prendete una porzione di pasta (avendo cura di avvolgere nella pellicola il resto della pasta in modo che non si secchi) e tirate la sfoglia sottile , potete consultare la scheda come tirare la sfoglia della nostra scuola di cucina. Ponete su metà della sfoglia inferiore una pallina di ripieno da circa  gr, lasciando uno spazio di - cm tra di loro . E' importante lavorare la sfoglia rapidamente per evitare che si indurisca.Ripiegate la pasta su se stessa  dal verso lungo e pizzicate con le dita i lembi di pasta ai lati delle palline di ripieno . Con una rotella tagliate la pasta nel senso della lunghezza a pochi millimetri dal ripieno .e poi separate i ravioli  (devono avere una lunghezza di circa  cm) dandogli una forma rettangolare. Mettete i ravioli del plin su un vassoio con un canovaccio spolverizzato di farina . Ora prendete le verdure stufate in precedenza, ponetele in un mixer e frullatele fino ad ottenere una salsa liscia e omogenea . Cuocete i ravioli  del plin in abbondante acqua salata  per pochi minuti, non appena saliranno in superficie scolateli e conditeli cla salsa ottenura dal fondo di cottura delle carni . I vostri ravioli del plin sono pronti per essere portati in tavola!"
c8b3afc3-7aea-31ff-b80d-ebb4b99279f0,Torta all'acqua,"Per preparare la torta all'acqua iniziate setacciando la farina con il lievito in una ciotola  e mettete un attimo da parte. In un'altra ciotola versate lo zucchero e aggiungete l'acqua a temperatura ambiente , mescolando bene con una frusta per far sciogliere lo zucchero .Con un coltello incidete un baccello di vaniglia nel senso della lunghezza e raccoglietene i semini , che andrete a unire all'acqua e allo zucchero . A questo punto versate anche l'olio di semi  e mescolate .Ora riprendete le polveri setacciate e aggiungetele, un cucchiaio per volta, all'emulsione di acqua zucchero e olio, sempre mescolando bene e continuamente  per evitare la creazione di grumi. Una volta che avrete aggiunto tutta la farina otterrete un impasto morbido, liscio e privo di grumi . Prendete uno stampo da  cm di diametro e foderatelo con la carta da forno. O, se preferite, potete semplicemente oliarlo e infarinarlo con un po' di olio di semi e un cucchiaio di farina. Quando lo stampo sarà pronto, versateci l'impasto della torta .Se necessario aiutatevi con una spatola per distribuire uniformemente l'impasto  e infornate nel forno statico già caldo a ° per  minuti. Se durante la cottura vi sembra che la torta si colori troppo, dopo la prima mezzora di cottura coprite la torta con un foglio di carta stagnola e proseguite la cottura. Prima di sfornare fate la prova dello stecchino: se uscirà pulito e asciutto significa che la torta è cotta a dovere. Sfornate la torta e lasciatela raffreddare . Infine trasferite la torta su un piatto e guarnitela con una spolverata di zucchero a velo . La vostra torta all'acqua è pronta per essere gustata!"
9c410a60-7862-3042-90cf-6e5c4fa9a129,Pavlova,"Per realizzare la pavlova, per prima cosa preriscaldate il forno in modalità statica a °, poi separate i tuorli dagli albumi delle uova a temperatura ambiente. Versate gli albumi nella ciotola di una planetaria munita di frusta  e azionatela a velocità medio-alta. Aspettate che gli albumi diventino bianchi prima di iniziare ad aggiungere lo zucchero, poco per volta . Dopo aver incorporato tutto lo zucchero la meringa sarà densa e cremosa, quindi versate il succo di limone .Unite anche l’estratto di vaniglia  e aspettate che venga assorbito: la meringa a questo punto risulterà soda e consistente , quindi spegnete la planetaria e aggiungete l’amido di mais .Mescolate delicatamente con una marisa dal basso verso l’alto per non smontare il composto , poi trasferitelo su una leccarda foderata con carta forno. Con l’aiuto di una spatola date alla meringa la forma di una montagnetta  e livellate la superficie .Scavate leggermente il centro per creare una conca  e modellate i lati utilizzando una spatola più piccola con movimenti dal basso verso l’alto . Cuocete la meringa nel forno preriscaldato a ° per  minuti, poi abbassate la temperatura a ° e proseguite la cottura per altri  minuti, senza mai aprire lo sportello . Trascorso questo tempo spegnete il forno e lasciate raffreddare la pavlova per almeno  ore, sempre con lo sportello chiuso.Quando la pavlova si sarà raffreddata, occupatevi delle decorazioni: dividete il kiwi a metà e ricavate delle mezzelune , poi tagliate le fragole in quarti . Infine lavate e asciugate i frutti di bosco. Preparate anche la panna montata versando in una ciotola la panna fresca e lo zucchero a velo .Montate con le fruste elettriche fino ad ottenere una consistenza soda e cremosa . Siete pronti per farcire la pavlova: picchiettate delicatamente la superficie  per rompere leggermente la meringa e allargare la cavità .Riempite la cavità con la panna montata  e decorate con la frutta fresca  .Guarnite con le foglioline di menta fresca  e spolverizzate leggermente con lo zucchero a velo . La vostra meravigliosa pavlova è pronta per essere servita !"
02a88988-72c1-3253-8575-de912cb6558b,Crostata alla Nutella,"Per preparare la crostata alla nutella cominciate dalla frolla. Quindi in un mixer versate la farina ed il burro freddo  e frullate per qualche istante. Trasferite la sabbiatura sul piano da lavoro , formate una conca nel mezzo e versate i tuorli ,setacciate lo zucchero a velo tutt'intorno alla conca . Cominciate ad impastate brevemente mescolando con le dita le uova al centro e raccogliendo man a mano la farina; cercate di impastare brevemente il tempo necessario per ottenere un impasto sufficientemente compatto  che potrete avvolgere nella pellicola trasparente . Lasciate riposare il panetto in frigorifero per almeno  minuti.Dopodiché riprendete la pasta e battetela su una spianatoia leggermente infarinata  in questo modo la ammorbidirete un po’ rendendo più semplice il momento della distensione. Tirate la frolla fino a mezzo centimetro di spessore . Poi avvolgete l’impasto intorno al matterello e sistematelo in una tortiera da  cm già imburrata e infarinata .Pareggiate i bordi  e raccogliete l’eccesso di pasta, con il quale preparerete le losanghe. Infine bucherellate la base  e tenete da parte la teglia. Occupatevi della crema: quindi sistemate il burro di cacao in una ciotola e fondetelo al microonde altrimenti anche a bagnomaria (se non avete il burro di cacao, potete sostituirlo nella stessa dose con del burro classico), unitelo alla Nutella poco alla volta  mescolando fin quando non sarà completamente assorbito. Infine versate la crema appena ottenuta nello stampo  e distribuitela su tutta la superficie .Riprendete la frolla e tiratela nuovamente, sul piano infarinato, e formate delle losanghe larghe circa  cm, con una rotella dentellata . Sistematele sulla tortiera prima in un verso  e poi nell’altro , in modo da farle incrociare e creare un motivo a rombi.Infine spennellate con della panna fresca liquida  e cuocete in forno preriscaldato, in modalità statica, a ° per  minuti  (potete provare la cottura in forno ventilato a ° per circa - minuti cuocendo nel ripiano basso del forno; potete coprire a metà cottura con un foglio di carta alluminio se vi sembra che si stia cuocendo troppo in superficie). Una volta cotta, lasciate raffreddare completamente la vostra crostata alla nutella e poi sformatela per servirla ."
b34f3873-4c83-3b3f-aab5-f9cce2e66d68,Tiramisù al pistacchio,"Per preparare il tiramisù al pistacchio ponete i pistacchi in un mixer  e frullateli fino a ridurli in polvere, quindi versate l’olio di sesamo poco alla volta  e continuate a frullare finché non otterrete una crema .Preparate il caffè con la moka e lasciatelo raffreddare.Ponete sul fuoco un pentolino con il fondo spesso, versate l’acqua  e lo zucchero  portate ad ebollizione lo sciroppo monitorando la temperatura con un termometro alimentare. Quando la temperatura raggiungerà i °, iniziate a montare i tuorli a parte con uno sbattitore elettrico .Quando lo sciroppo avrà raggiunto i ° , togliete dal fuoco e versatelo a filo nella ciotola dove avete iniziato a montare i tuorli , continuate a montare a velocità bassa finché il composto non si sarà raffreddato e si presenterà chiaro e spumoso, ci vorranno circa - minuti. A questo punto unite il mascarpone , continuando sempre a sbattere con le fruste.Per ultima unite la crema di pistacchi , mantenendo sempre in azione le fruste finché non si sarà amalgamata . Ora dividete a metà i savoiardi .Versate il caffè preparato con la moka in una ciotola bassa e larga . Quindi stemperatelo con  g di acqua a temperatura ambiente. Tutto è pronto per comporre il tiramisù: prendete  bicchieri della capacità di  ml ciascuno, aiutandovi con una sac-à-poche spremete la crema sul fondo per creare un primo strato , proseguite immergendo due metà di savoiardi nella ciotolina con caffè e acqua per poi adagiarli all’interno del bicchierino, creando il secondo strato, proseguite spremendo altra crema , spolverizzate la superficie con il cacao amaro  e poi di nuovo proseguite con un altro strato di savoiardi poi un altro di crema , infine terminate con il cacao amaro e la granella di pistacchi , lasciate rassodare in frigorifero un paio di ore. Il tiramisù al pistacchio è pronto per essere gustato !"
